category,Company Name,Address,ZIP,City,Region,Country,Phone,Fax,E-mail,www,Services,Certification,Company certificate,Registration No.,Link to the certificate,Label,Surface,Founded,Contact person,Products to sell,Products to buy,Service provider for products,Company profile,
CEREAL PRODUCTS,ELITE GREEN PVT. LTD.,"B- 602, Safal Pegasus, Prahlad Nagar, Satellite",380015,AHMEDABAD,Gujarat - Ahmedabad,INDIA,+91  79 40324245,+91  79 40320046,,www.eliteexport.co.in,EXPORTTRADE,,,,,,,,Anand Menon,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSEDIBLE PREPARATIONS & SPICES > KETCHUPNUT PRODUCTS > MILK > OF COCONUTSPASTA","BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSEDIBLE PREPARATIONS & SPICES > KETCHUPNUT PRODUCTS > MILK > OF COCONUTSPASTA",,,
CEREAL PRODUCTS,EMCO SPOL. S. R. O.,Tuerkova 2319/5b,149 00,PRAHA 4,Praha - Praha hl.m.,CZECH REPUBLIC,+420  277 004760,+420  277 004782,export@emco.cz,www.emco.cz,EXPORTPRODUCTIONRETAILERTRADE,KEZ O.P.S. - Companies certified by KEZ O.P.S. (18),,,,,,,,CEREAL PRODUCTSCEREAL PRODUCTS > MUESLI,CEREALS,,,
CEREAL PRODUCTS,ERBACHER FOOD INTELLIGENCE GMBH & CO. KG,Im Steiner 2/4,63924,KLEINHEUBACH,Bayern - Unterfranken,GERMANY,+49  093 71940247,+49  093 71940249,erbacher@erbacherkg.de,www.food-intelligence.de,EXPORTONLINESHOPPRODUCTION,,,,,,,,Mr. Frank Erbacher,"BAKERY PRODUCTS, ADDITIVES > CHIPSCEREAL PRODUCTSCEREAL PRODUCTS > MUESLIEDIBLE PREPARATIONS & SPICES > SOUPS",,,,
CEREAL PRODUCTS,ERDMANNHAUSER GRAIN PRODUCTS GMBH,Robert-Bosch-Str. 17,71729,ERDMANNHAUSEN,Baden-Württemberg - Stuttgart,GERMANY,+49  7144 89640,+49  7144 896428,info@erdmannhauser.de,www.erdmannhauser.de,EXPORTPRODUCTIONTRADE,,,,,,,,Mr. Karl Huober,"BABY FOODBAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTS","BABY FOODBAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTS",,,
CEREAL PRODUCTS,EXCEL TRADE,2411 West Halladay St,98199,SEATTLE,Washington,USA,+1  206 3527034,+1  206 3527035,sally@exceltrade.net,www.exceltrade.net,DISTRIBUTIONEXPORTEXPORT PROMOTERFAIRTRADEIMPORTMARKETINGPRIVATE LABELTRADE,,,,,,,,Mr. Sally Cox,BEVERAGES - NON ALCOHOLIC > FRUIT JUICESCEREAL PRODUCTSEDIBLE PREPARATIONS & SPICES > SOUPSSUGAR & SWEATMEATSVEGETABLE PRODUCTS > PUREE > TOMATOVEGETABLES > POTATOES > CHIPS,BEVERAGES - NON ALCOHOLIC > FRUIT JUICESCEREAL PRODUCTSEDIBLE PREPARATIONS & SPICES > SOUPSSUGAR & SWEATMEATS,,,
CEREAL PRODUCTS,EXTRUDO BECICE S.R.O,Becice 7,375 01,TÝN NAD VLTAVOU,Jihoceský kraj - Ceské Budejovice,CZECH REPUBLIC,+420  385 737004,+420  385 737005,extrudo@extrudo.cz,www.extrudo.cz,DEVELOPMENTEXPORTFREEZINGGASTRONOMYIMPORTONLINESHOPPACKAGINGPRODUCTIONRETAILERTRADE,KEZ O.P.S. - Companies certified by KEZ O.P.S. (18),,,,,,1994,Mr. Martin Fuchs,"GLUTEN FREE PRODUCTS > BREADDIET PRODUCTS > SUGAR-FREEDIET PRODUCTS > SALT-FREEFROZEN PRODUCTS > READY MADE MEALSBAKERY PRODUCTS, ADDITIVES > BISCUITSVEGETARIAN PRODUCTSCEREAL PRODUCTSCEREAL PRODUCTS > GROATS AND SEMOLINA > WHEAT MEALCEREAL PRODUCTS > FLOUR",CEREALS,,,
CEREAL PRODUCTS,FAIR TRADE BROKERS LTD.,RR 2 Site 60 Comp 67,V2A 6J7,PENTICTON,British Columbia,CANADA,+1  250 7701177,,info@fairtradebrokers.com,www.fairtradebrokers.com,BROKER TO WHOLESALERSFAIRTRADEIMPORT,,,,,,,,,"BAKERY PRODUCTS, ADDITIVES > CAKES > RICE CAKESBEVERAGES - NON ALCOHOLIC > SOFT DRINKSCEREAL PRODUCTSCEREALSCOCOA & ITS PREPARATIONS > CHOCOLATE BARCOCOA & ITS PREPARATIONS > PRALINES",,,,
CEREAL PRODUCTS,FAVRICHON,31 RN 7,42470,SAINT SYMPHORIEN DE LAY,RHONE-ALPES - Loire,FRANCE,+33  0477 647509,+33  0477 627411,info@favrichon.com,www.favrichon.com,EXPORTPRODUCTIONTRADE,QUALITE FRANCE - BUREAU VERITAS CERTIFICATION - Companies certified by QUALITE FRANCE - BUREAU VERITAS CERTIFICATION (913),,,,,,,Ms. Nancy Meriaux,CEREAL PRODUCTSCEREAL PRODUCTS > CORN FLAKESCEREAL PRODUCTS > MUESLICOFFEE > SUBSTITUTEGLUTEN FREE PRODUCTS,CEREALS,,,
CEREAL PRODUCTS,FAZER MILL & MIXES,"Kasakkamaentie 3, P.O. Box 40",15101,LAHTI,Hame,FINLAND,+358  20 5553000,+358  20 5553141,erkki@organic-finland.com,www.fazer.com,EXPORTGASTRONOMYPRODUCTION,,,,,,,,Mr. Erkki Poytaniemi,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCOCOA & ITS PREPARATIONS > CHOCOLATECOCOA & ITS PREPARATIONS > PRALINESSUGAR & SWEATMEATS > SWEETS",,,,
CEREAL PRODUCTS,FLASCHENBROT,Naheweinstrasse 227,55450,LANGENLONSHEIM,Rheinland-Pfalz - Bad Kreuznach,GERMANY,+49  06704 5083262,,s.doerr@factorship.de,www.gruenesherz.com,EXPORTPRODUCTIONTRADE,,,,,,,,Mr. Simon Doerr,"BAKERY PRODUCTS, ADDITIVES > BAKING ADDITIVESCEREAL PRODUCTS",CEREALS,,,
CEREAL PRODUCTS,FUDEX GROUP S.P.A,Via Reisera 17,10036,SETTIMO TORINESE,PIEMONTE - Torino,ITALY,+39  011 8977834,+39  011 8977842,fudex@fudex.com,www.fudex.com,PRODUCTIONTRADE,ICEA ISTITUTO PER LA CERTIFIC. ETICA E AMBIENTALE - Companies certified by ICEA ISTITUTO PER LA CERTIFIC. ETICA E AMBIENTALE (288),,,,,,,Mr. Roberto Benadì,"BABY FOOD > CEREAL PRODUCTSBAKERY PRODUCTS, ADDITIVES > CRACKERSBAKERY PRODUCTS, ADDITIVES > SNACKCEREAL PRODUCTSCEREAL PRODUCTS > BARSCEREAL PRODUCTS > CORN FLAKESDIET PRODUCTS","BABY FOOD > CEREAL PRODUCTSBAKERY PRODUCTS, ADDITIVES > CRACKERSBAKERY PRODUCTS, ADDITIVES > SNACK",,,
CEREAL PRODUCTS,GALEX-AGRO,"village Strieva, Sadova str. 4",11777,NOVOGRAD-VOLUNSKIY,Zhytomyrs'ka Oblast',UKRAINE,+380  41 4153321,+380  41 4121373,"info@galeks-agro.com, galex.agro@gmail.com",www.galeks-agro.com,EXPORTWHOLESALER,IMO CONTROL INDIA - Companies certified by IMO CONTROL INDIA (42),,,,,,2008,Mr. Olexander Yuschenko,CEREAL PRODUCTS,CEREAL PRODUCTS,,,
CEREAL PRODUCTS,GETREIDE-GUTSCHER GMBH & CO KG,Hauptplatz 1,3443,SIEGHARTSKIRCHEN,Niederosterreich,AUSTRIA,+43  22 742202,+43  22 742563,gerald@gutscher.com,www.gutscher.com,ONLINESHOPPRODUCTIONTRADEWHOLESALER,,,AT-BIO-301,,AUSTRIA BIO GARANTIE,,1811,Mr. Gerald Gutscher,"BABY FOOD > CEREAL PRODUCTSBAKERY PRODUCTS, ADDITIVES > BAKING ADDITIVESCEREAL PRODUCTSCEREAL PRODUCTS > FLOUR > QUINOACEREAL PRODUCTS > MUESLICEREALSCEREALS > AMARANTHCEREALS > KANIHUACEREALS > MILLETCEREALS > QUINOA",,,,
CEREAL PRODUCTS,GIROLOMONI COOPERATIVA,"Via strada delle valli, 21",61030,ISOLA DEL PIANO,MARCHE - Pesaro e Urbino,ITALY,+39  0721 720221,+39  0721 720209,info@girolomoni.it,www.girolomoni.it,COOPERATIONEXPORTPRODUCTIONTRADE,,,,,,,,,CEREAL PRODUCTSCEREALSCOFFEEEDIBLE PREPARATIONS & SPICES > VINEGARFRUIT PRODUCTSOILS AND FATS > VEGETABLE > EXTRA VIRGIN OLIVE OILPASTAVEGETABLES > LEGUMINOUS VEGETABLESVEGETABLES > TOMATO > PRODUCTS,CEREALS,,,
CEREAL PRODUCTS,GIUSTO'S SPECIALTY FOODS,344 Littlefield Avenue,CA 94080,SOUTH SAN FRANCISCO,California,USA,+1  650 8736566,+1  650 8732826,homebaking@giustos.com,www.giustos.com,ONLINESHOPPACKAGINGPRODUCTIONWAREHOUSING,,,,,,,,,CEREAL PRODUCTSCEREAL PRODUCTS > FLOURCEREAL PRODUCTS > POLENTAEDIBLE PREPARATIONS & SPICES > SALT,EDIBLE PREPARATIONS & SPICES > SALT,,,
CEREAL PRODUCTS,GORI FRANCESCO,Via G. Catani 37,59100,PRATO,TOSCANA - Prato,ITALY,+39  055 7351875,+39  055 7357028,info@gori1920.it,www.lineamediterranea.com,EXPORTPACKAGINGPRODUCTIONTRADE,,,,,,,,,CEREAL PRODUCTSCEREALS > RICEEDIBLE PREPARATIONS & SPICES > SOUPSREADY MADE MEALSVEGETABLES > LEGUMINOUS VEGETABLES,CEREAL PRODUCTSCEREALS > RICEEDIBLE PREPARATIONS & SPICES > SOUPSREADY MADE MEALSVEGETABLES > LEGUMINOUS VEGETABLES,,,
CEREAL PRODUCTS,GRAIN MILLERS INC.,"10400 Viking Drive, Suite 301",MN 55344,EDEN PRAIRIE,Minnesota,USA,+1  952 8298821,+1  952 8298819,robert.serrano@grainmillers.com,www.grainmillers.com,EXPORTPRODUCTION,OCPP / PRO-CERT ORGANIC SYSTEMS  - Companies certified by OCPP / PRO-CERT ORGANIC SYSTEMS  (6),,,,,,,,BEVERAGES - ALCOHOLIC > ETHANOLCEREAL PRODUCTSCEREALSEDIBLE PREPARATIONS & SPICES > MUSTARDFODDERMILK & DAIRY PRODUCTSSOYA AND BY - PRODUCTS > BEANSSUGAR & SWEATMEATS > SWEETENERVEGETABLES > LEGUMINOUS VEGETABLES,,,,
CEREAL PRODUCTS,GRANOVITA GMBH,Alpenstr. 15,87751,HEIMERTINGEN / ALLGAEU,Bayern - Schwaben,GERMANY,+49  8335 982106,+49  8335 982119,,www.granovita.de,DISTRIBUTIONPRODUCTION,,,,,,,,Mr. Andreas Makowski,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSEDIBLE PREPARATIONS & SPICES > SAUCES > TOMATOESMILK & DAIRY PRODUCTS > MILK POWDERNUT PRODUCTS > SPREADING PASTESOYA AND BY - PRODUCTSSUGAR & SWEATMEATS > SWEETENERVEGETARIAN PRODUCTS",,,,
CEREAL PRODUCTS,GROVARA,1151 Walton Road,19422,BLUE BELL,Pennsylvania,USA,+1  267 7129476,+1  267 2000640,sales@grovara.com,www.grovara.com,DISTRIBUTIONEXPORTIMPORTTRADE,,,,,,,,,BEVERAGES - NON ALCOHOLICCEREAL PRODUCTSCOCOA & ITS PREPARATIONS > CHOCOLATE BARDRIED FRUITGLUTEN FREE PRODUCTS > BREADOILS AND FATS > VEGETABLEVEGETABLES > POTATOES > CHIPS,BEVERAGES - NON ALCOHOLICCEREAL PRODUCTSCOCOA & ITS PREPARATIONS > CHOCOLATE BAR,,,
CEREAL PRODUCTS,HANSE ORGANIC DR. JüRGEN LUTZ E.K.,Schulweg 2 a,24306,RATHJENSDORF,Schleswig-Holstein - Ploen,GERMANY,+49 4522 765 90 64,+49 4522 765 90 65,lutz@hanseorganic.eu,www.hanseorganic.eu,,,,,,,,,Mr. Dr. Jürgen Lutz,CEREAL PRODUCTSDRIED FRUITDRIED VEGETABLESGLUTEN FREE PRODUCTSNUTSOIL SEEDSSOYA AND BY - PRODUCTS,,,,
CEREAL PRODUCTS,HAVNEMOLLERNE - LANTMAENNEN CEREALIA,Mollegade 12,7100,VEJLE,,DENMARK,+45  7941 5415,+45  7941 5419,cerealia.danmark@lantmannen.com,www.havnemollerne.dk,DISTRIBUTIONEXPORTPRODUCTION,,,,,,,,Mr. Gregers Bjoerkholm,"BAKERY PRODUCTS, ADDITIVES > BREADCEREAL PRODUCTSCEREAL PRODUCTS > FLAKESCEREAL PRODUCTS > FLOUR",,,,
CEREAL PRODUCTS,"HEARTLAND MILL, INC.",124 N. Highway 167,67863,MARIENTHAL,Kansas,USA,+1  620 3794472,,info@heartlandmill.com,www.heartlandmill.com,ONLINESHOPRETAILERWHOLESALER,QAI (QUALITY ASSURANCE INTERNATIONAL) - Companies certified by QAI (QUALITY ASSURANCE INTERNATIONAL) (59),,,,,,,,CEREAL PRODUCTSCEREAL PRODUCTS > CEREAL GRAINS WORKEDCEREAL PRODUCTS > CORN FLAKESCEREAL PRODUCTS > FLOUR,CEREAL PRODUCTSCEREAL PRODUCTS > CEREAL GRAINS WORKEDCEREAL PRODUCTS > CORN FLAKESCEREAL PRODUCTS > FLOUR,,,
CEREAL PRODUCTS,HELDEN! SNACKS,Industriegebiet Sued,63924,KLEINHEUBACH,Bayern - Unterfranken,GERMANY,+49  09371 940222,+49  09371 9405222,kundenbetreuung@helden-snacks.de,www.helden-snacks.de,EXPORTPRODUCTION,,,,,,,,,"BAKERY PRODUCTS, ADDITIVES > BAR > WITH FRUITBAKERY PRODUCTS, ADDITIVES > SNACKCEREAL PRODUCTS",,,,
CEREAL PRODUCTS,HERMUS B.V.,Brieltjenspolder 6,4921 PJ,MADE,Noord-Brabant,NETHERLANDS,+31  162 680011,+31  162 680512,info@hermus-made.nl,www.hermus-made.nl,EXPORTPRODUCTION,SKAL - Companies certified by SKAL (245),,,,,,,Mr. J. HERMUS,CEREAL PRODUCTSCEREAL PRODUCTS > FLOUR,,,,
CEREAL PRODUCTS,HILDEGARD NATURPRODUKTE,Darrestrasse 7,87600,KAUFBEUREN,Bayern - Schwaben,GERMANY,+490  834 1964551,+490  834 1964599,,www.hildegard-naturprodukte.de,ONLINESHOPRETAILER,,,,,,,,,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCEREALS > WHEAT > SPELTEDIBLE PREPARATIONS & SPICESPASTATEA","BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCEREALS > WHEAT > SPELTEDIBLE PREPARATIONS & SPICES",,,
CEREAL PRODUCTS,HIPP GMBH & CO. VERTRIEB KG,Georg-Hipp-Strasse 7,85276,PFAFFENHOFEN,Bayern - Oberbayern,GERMANY,+49  8441 7570,+49  8441 757654,information@hipp.de,www.hipp.de,EXPORTONLINESHOPPRODUCTIONWHOLESALER,,,,,,,,Mr. Claus Hipp,BABY FOODBEVERAGES - NON ALCOHOLIC > FRUIT JUICESCEREAL PRODUCTSFRUIT PRODUCTSTEA,,,,
CEREAL PRODUCTS,"HODGSON MILL, INC.",1100 Stevens Ave,62401,EFFINGHAM,Illinois,USA,+1  800 3470105,+1  217 3470198,customerservice@hodgsonmill.com,www.hodgsonmill.com,ONLINESHOPPRODUCTION,,,,,,,,,CEREAL PRODUCTSCEREAL PRODUCTS > FLOURCEREALSGLUTEN FREE PRODUCTSPASTAVARIOUS > KOSHER,,,,
CEREAL PRODUCTS,HULC BIO-FOOD ® GMBH,Spichernstr. 2,50672,KOELN,Nordrhein-Westfalen - Köln,GERMANY,+49  221 5101666,+49  221 5891325,mail@hulc.de,www.hulc.de,ONLINESHOPRETAILERTRADE,,,,,,,,Ms. Eva-Maria Eckert,"BAKERY PRODUCTS, ADDITIVESVARIOUS > MACROBIOTICVEGETABLESBEVERAGES - NON ALCOHOLICBEVERAGES - ALCOHOLIC > WINECEREAL PRODUCTSFRUIT","BAKERY PRODUCTS, ADDITIVESVARIOUS > MACROBIOTICVEGETABLES",,,
CEREAL PRODUCTS,I LOVE BIO KFT.,Bányalég utca 60,1225,BUDAPEST,Central Hungary - Budapest,HUNGARY,+36  1 2504042,+36  1 4390400,info@ilovebio.com,www.ilovebio.com,PACKAGINGPRIVATE LABELPRODUCTION,BIOKONTROLL HUNGARIA KHT - Companies certified by BIOKONTROLL HUNGARIA KHT (17),,,,,,,Ms. Tünde Udvardy,BABY FOOD > CEREAL PRODUCTSCEREAL PRODUCTSDIET PRODUCTSGLUTEN FREE PRODUCTSVEGETARIAN PRODUCTS,,,,
CEREAL PRODUCTS,IL MANGIARSANO SPA GERMINAL ITALIA SRL,Via Staizza 50,31033,CASTELFRANCO VENETO,VENETO - Treviso,ITALY,+39  0423 420099,+39  0423 496128,info@ilmangiarsano.com,www.mangiarsanogerminal.it,EXPORTPRODUCTION,BIOAGRICERT S.R.L. - Companies certified by BIOAGRICERT S.R.L. (116),,,,,,,,"BABY FOODBAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLIC > FRUIT JUICESCEREAL PRODUCTSCEREALSFRUIT PRODUCTS > COMPOTE",,,,
CEREAL PRODUCTS,IMTON GMBH,Unterrieden Hauptstrasse 44,90518,ALTDORF,Bayern - Mittelfranken,GERMANY,+49  7551 948046,+49  7551 948046,imton@gmx.de,www.lichtwurzel.de,EXPORTONLINESHOPPRODUCTION,,,,,,,,,"BAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLICCEREAL PRODUCTSCOFFEE > SUBSTITUTEEDIBLE PREPARATIONS & SPICES > SALT > HERBAL SALT",,,,
CEREAL PRODUCTS,INSALIM,"Pol.Ind.La Pedrosa. C/ Sant Llorens d'Hortons, par",08783,MASQUEFA,CATALUNA - Barcelona,SPAIN,+34  93 7728043,,saludimaginacion@int-salim.com,www.int-salim.com,EXPORTPRODUCTION,,,,,,,,,BEVERAGES - NON ALCOHOLIC > FRUIT JUICESCEREAL PRODUCTSCEREALSEDIBLE PREPARATIONS & SPICESGLUTEN FREE PRODUCTSNUTSVEGETABLES > LEGUMINOUS VEGETABLES,,,,
CEREAL PRODUCTS,J. M. SMUCKER CO.,1 Strawberry Lane,44667-0280,ORRVILLE,Ohio,USA,+1  888 5509555,+1  330 6846410,,www.jmsmucker.com,EXPORTONLINESHOPPRODUCTION,,,,,,,,,CEREAL PRODUCTSCOFFEEFRUIT PRODUCTSNUT PRODUCTS > BUTTER > OF PEANUTS,,,,
CEREAL PRODUCTS,JIRAH MILLING AND JIRAH SALES  INC.,24A Bridge Street,J0S 1K0,ORMSTOWN,Quebec,CANADA,+1  450 8291025,+1  450 8294154,info@jirahgroup.com,www.jirahgroup.com,EXPORTFAIRTRADEPACKAGINGPRODUCTION,OREGON TILTH - Companies certified by OREGON TILTH (17),,,,,,,,CEREAL PRODUCTSCEREALSFODDEROIL SEEDSSOYA AND BY - PRODUCTS,,,,
CEREAL PRODUCTS,KAMUT ENTERPRISES OF EUROPE BVBA,Ellerstrasse 24,53119,BONN,Nordrhein-Westfalen - Köln,GERMANY,+490  228 36024637,+490  228 36024640,,www.kamut.com,EXPORTIMPORTPRODUCTIONRESEARCH,,,,,,,,Gabriele Holtmann,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCEREALSPASTAREADY MADE MEALSVEGETARIAN PRODUCTS",,,,
CEREAL PRODUCTS,KAMUT ENTERPRISES OF EUROPE BVBA,Ronseweg 66 - bus 2/21,9700,OUDENAARDE,Oost-Vlaanderen,BELGIUM,+32  552 08518,+32  553 84631,ostara@ostara-bio.be,www.kamut.com,EXPORTPRODUCTIONTRADE,,,,,,,,,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCEREALS","BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSCEREALS",,,
CEREAL PRODUCTS,KAMUT INTERNATIONAL LTD,333 Kamut Lane,59520,BIG SANDY,Montana,USA,+1  406 3783105,+1  406 3783106,,www.kamut.com,DISTRIBUTIONPRODUCTIONTRADE,,,,,,,,,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSPASTA",CEREALS,,,
CEREAL PRODUCTS,KAUFMANNSLADEN,Bahrenfelder Strasse 203,22765,HAMBURG,Hamburg - Kreisfreie Stadt,GERMANY,+490  404 904792,+490  409 8767621,shop-info@kaufmannsladen.de,www.kaufmannsladen.de,ONLINESHOPRETAILER,,,,,,,,Mr. Dragan Jankovecki,"BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSDRIED FRUITEDIBLE PREPARATIONS & SPICESNUTSOIL SEEDSTEA","BAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTSDRIED FRUIT",,,
CEREAL PRODUCTS,"KHAOKHO TALAYPU CO., LTD.","137 M. ThungSamo, Khaokho",67270,PHETCHBUN,,THAILAND,+660  567 500612,+660  567 500613,,www.khaokhonaturalfarm.com,EXPORTONLINESHOPPRODUCTION,,,,,,,,,BEVERAGES - NON ALCOHOLIC > JUICE OF HERBSCEREAL PRODUCTSCEREALSEDIBLE PREPARATIONS & SPICES > HERBSTEA > HERBAL,,,,
CEREAL PRODUCTS,KOERNERECKE,An der Eiche 21,41516,GREVENBROICH,Nordrhein-Westfalen - Düsseldorf,GERMANY,+490  218 174944,+490  218 174944,koernerecke@t-online.de,,ONLINESHOPRETAILER,,,,,,,,,"BAKERY PRODUCTS, ADDITIVESBEVERAGES - ALCOHOLICBEVERAGES - NON ALCOHOLICCEREAL PRODUCTSFRUITMEATMILK & DAIRY PRODUCTS","BAKERY PRODUCTS, ADDITIVESBEVERAGES - ALCOHOLICBEVERAGES - NON ALCOHOLIC",,,
CEREAL PRODUCTS,KORNKREIS BIOLAND-ERZEUGERGEMEINSCHAFT GMBH,Talstrasse 21,89542,HERBRECHTINGEN,Baden-Württemberg - Stuttgart,GERMANY,+49  7324 919415,+49  7324 919417,info@kornkreis.name,www.kornkreis.name,DISTRIBUTIONPRODUCTION,ABCERT AG - Companies certified by ABCERT AG (129),,,,,,,Mr. Werner Bosch,CANNED FOOD > MEATCEREAL PRODUCTSCOFFEE > SUBSTITUTEOILS AND FATS > VEGETABLE > HEMPOILS AND FATS > VEGETABLE > RAPE-SEED OILPASTA,,,,
CEREAL PRODUCTS,KRöNER-STAERKE BIO GMBH,Lengericher Strasse 158,49479,IBBENBUEREN,Nordrhein-Westfalen - Münster,GERMANY,+49  0545 194470,+49  0545 1944739,info@kroener-staerke.de,www.kroener-staerke.de,EXPORTPRODUCTION,BIOLAND E.V. - Companies certified by BIOLAND E.V. (129),,,,,,,Mr. Goetz Kroener,CEREAL PRODUCTSCEREAL PRODUCTS > FLOUREDIBLE PREPARATIONS & SPICES > STARCHESEDIBLE PREPARATIONS & SPICES > STARCHES > WHEAT STARCHGLUTEN FREE PRODUCTS,,,,
CEREAL PRODUCTS,KRUPYANOY DOM LTD,North 7,03047,KIEV,,UKRAINE,+380  444 267564,+380  444 267564,info@krupdom.com.ua,www.krupdom.com.ua,EXPORTPRODUCTION,,,,,,,,,CEREAL PRODUCTSCEREALS,,,,
CEREAL PRODUCTS,LA ROMAGNOLA PRODOTTI ALIMENTARI S.R.L.,Via Martiri Ponte Bastia 11,44011,SAN BIAGIO DI ARGENTA,EMILIA ROMAGNA - Ferrara,ITALY,+39  0532 809666,+39  0532 809477,info@la-romagnola.it,www.la-romagnola.it,EXPORTPRODUCTIONTRADE,CCPB SRL  - Companies certified by CCPB SRL  (43),,,,,,,,BABY FOOD > CEREAL PRODUCTSCEREAL PRODUCTSCEREALS > WHEAT > DURUM WHEATPASTAPASTA > COUSCOUS,CEREALS,,,
CEREAL PRODUCTS,LAIHIAN MALLAS OY,Laensitie 372,66400,LAIHIA,Vaasa,FINLAND,+358  6 4752111,+358  6 4762555,jaana.vierula@laihianmallas.fi,www.laihianmallas.fi,EXPORTPRODUCTION,,,,,,,,Ms. Jaana Vierula,CEREAL PRODUCTSSUGAR & SWEATMEATS > MALTOSE > MALT EXTRACT,,,,
CEREAL PRODUCTS,LANDGARTEN HERBERT STAVA KEG,Alte Wiener Strasse 25,2460,BRUCK/LEITHA,Niederosterreich,AUSTRIA,+43  2162 64504,+43  2162 645044,office@landgarten.at,www.landgarten.at,EXPORTPRODUCTION,FLO-CERT GMBH - Companies certified by FLO-CERT GMBH (22),,,,,,,Ms. Florian Kuehbacher,"BAKERY PRODUCTS, ADDITIVES > SNACKBAKERY PRODUCTS, ADDITIVES > SNACK > ENERGY SNACKCEREAL PRODUCTSCOCOA & ITS PREPARATIONS > CHOCOLATE > CHOCOLATE COATED FRUIT",,,,
CEREAL PRODUCTS,LEFT COAST NATURALS,4612 Dawson Street,V5C 4C3,BURNABY,British Columbia,CANADA,+1  604 8799100,+1  604 8799164,goodpeople@leftcoastnaturals.com,www.leftcoastnaturals.com,DISTRIBUTIONEXPORTPRODUCTION,,,,,,,,Mr. Graeme Scott,"BAKERY PRODUCTS, ADDITIVES > BAKING ADDITIVESCEREAL PRODUCTSCEREALSDRIED FRUITDRIED VEGETABLES > LEGUMINOUS VEGETABLESNUTSOIL SEEDS",,,,
CEREAL PRODUCTS,LIMA,Groendreef 101,9880,AALTER,Oost-Vlaanderen,BELGIUM,+32  507 10564,+32  507 10567,,www.limafood.com,EXPORTPRODUCTIONTRADE,CERTISYS - Companies certified by CERTISYS (35),,,,,,,,BEVERAGES - NON ALCOHOLICCEREAL PRODUCTSCEREALSEDIBLE PREPARATIONS & SPICESPASTAVEGETARIAN PRODUCTS,BEVERAGES - NON ALCOHOLICCEREALSEDIBLE PREPARATIONS & SPICESVEGETARIAN PRODUCTS,,,
CEREAL PRODUCTS,LIMAFOOD,Bureau de Coordination BP 53,47600,NERAC,AQUITAINE - Lot-et-Garonne,FRANCE,+33  553 659232,+33  553 659291,philippew@limafood.com,www.limafood.com,EXPORTPRODUCTIONTRADE,QUALITE FRANCE - BUREAU VERITAS CERTIFICATION - Companies certified by QUALITE FRANCE - BUREAU VERITAS CERTIFICATION (913),,,,,,,,"BAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLICCEREAL PRODUCTSFROZEN PRODUCTSVEGETARIAN PRODUCTS","BAKERY PRODUCTS, ADDITIVESBEVERAGES - NON ALCOHOLICCEREAL PRODUCTSFROZEN PRODUCTSVEGETARIAN PRODUCTS",,,
CEREAL PRODUCTS,LLAPAN MIKI SAC,Unidad Vecinal Mirones Block 69 Dpto 426,01,LIMA,,PERU,+511  425 3367,+511  425 3367,llapan_miki@yahoo.es,www.llapanmiki.blogspot.cz,EXPORTPRODUCTION,,,,,,,,Mr. Alejandro Coloma Villegas,CEREAL PRODUCTSEDIBLE PREPARATIONS & SPICESFRUITVEGETABLES,CEREAL PRODUCTSEDIBLE PREPARATIONS & SPICESFRUITVEGETABLES,,,
CEREAL PRODUCTS,LOU BIO SARL,2060 ZI St Maurice,04100,MANOSQUE,PROVENCE-ALPES-COTE D'AZUR - Alpes-de-Haute-Provence,FRANCE,+33  0492 737475,+33  0492 759479,contact@lafinestrasulcielo.fr,www.alimentationbio.com,EXPORTPRODUCTIONTRADE,QUALITE FRANCE - BUREAU VERITAS CERTIFICATION - Companies certified by QUALITE FRANCE - BUREAU VERITAS CERTIFICATION (913),,,,,,,,"BABY FOODBAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTS","BABY FOODBAKERY PRODUCTS, ADDITIVESCEREAL PRODUCTS",,,
